FileVersion 1 7;
FileTimestamp 06-06-2021 14:20:59;
TiffSpec 6.0 NA R;
InspectionStationID "RudolphTechnologies" "XCluster" "2QAVI03";
SampleType WAFER;
67 2546.633 3753.734 -33 15 14.282 14.282 113.342 14.521 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_23_KLA_68.jpg;
DefectList
68 184.859 161.859 -22 28 14.282 14.282 90.673 14.976 3 1 0 3 0 1 1 1 1 0;
SummarySpec 5 TESTNO NDEFECT DEFDENSITY NDIE NDEFDIE; 
SummaryList
1 68 0.108118 4650 26;
DieOrigin 0.000 0.000;
WaferID "24";
Slot 24;
SampleCenterLocation 4617.947 1854.778;
InspectionTest 1;
AreaPerTest 65690867232.421;
TiffFileName WFR_NO_24_KLA_1.jpg;
DefectRecordSpec 17 DEFECTID XREL YREL XINDEX YINDEX XSIZE YSIZE DEFECTAREA DSIZE CLASSNUMBER TEST CLUSTERNUMBER ROUGHBINNUMBER FINEBINNUMBER REVIEWSAMPLE IMAGECOUNT IMAGELIST;
DefectList
1 1330.030 61.875 2 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_24_KLA_2.jpg;
DefectList
2 2891.852 376.078 17 -34 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_24_KLA_3.jpg;
DefectList
3 3239.438 309.441 39 -10 19.058 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_24_KLA_4.jpg;
DefectList
4 2487.102 33.316 21 8 19.051 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_24_KLA_5.jpg;
DefectList
5 2703.766 42.859 7 34 14.284 14.282 90.673 13.645 3 1 0 3 0 1 1 1 1 0;
SummarySpec 5 TESTNO NDEFECT DEFDENSITY NDIE NDEFDIE; 
SummaryList
1 5 0.007950 4650 5;
DieOrigin 0.000 0.000;
WaferID "25";
Slot 25;
SampleCenterLocation 4617.947 1854.778;
InspectionTest 1;
AreaPerTest 65690867232.421;
TiffFileName WFR_NO_25_KLA_1.jpg;
DefectRecordSpec 17 DEFECTID XREL YREL XINDEX YINDEX XSIZE YSIZE DEFECTAREA DSIZE CLASSNUMBER TEST CLUSTERNUMBER ROUGHBINNUMBER FINEBINNUMBER REVIEWSAMPLE IMAGECOUNT IMAGELIST;
DefectList
1 2891.852 376.078 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
2 2006.180 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
3 1934.758 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
4 1856.191 61.875 11 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0
5 1644.293 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
6 1563.344 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
7 1487.164 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
8 1399.070 61.875 11 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0
9 1187.180 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0
10 1106.230 61.875 11 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_25_KLA_11.jpg;
DefectList
11 1187.180 61.875 0 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
12 1780.008 61.875 -9 -36 23.808 4.761 113.342 16.729 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_25_KLA_13.jpg;
DefectList
13 1710.961 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0
14 1039.566 61.875 -9 -36 19.047 4.761 90.673 13.737 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_25_KLA_15.jpg;
DefectList
15 1187.180 61.875 -15 -34 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_25_KLA_16.jpg;
DefectList
16 184.852 821.195 -21 -31 14.282 14.282 68.005 13.224 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_25_KLA_17.jpg;
DefectList
17 2389.492 418.926 36 -12 14.282 14.282 158.678 16.729 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_25_KLA_18.jpg;
DefectList
18 2315.688 3537.128 23 3 19.043 9.521 113.342 14.749 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_25_KLA_19.jpg;
DefectList
19 1841.906 238.027 28 10 14.290 14.282 181.347 15.853 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_25_KLA_20.jpg;
DefectList
20 1041.945 478.441 21 15 14.290 33.321 362.693 26.068 3 1 0 3 0 1 1 1 1 0
21 3448.953 3746.602 21 32 19.051 61.890 544.040 44.615 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_25_KLA_22.jpg;
DefectList
22 3420.391 3760.891 21 32 9.521 23.804 113.342 17.419 3 1 0 3 0 1 1 1 1 0;
TiffFileName WFR_NO_25_KLA_23.jpg;
DefectList
23 3527.527 3699.000 17 34 14.286 14.282 158.678 14.976 3 1 0 3 0 1 1 1 1 0
24 3475.148 3756.125 17 34 14.282 33.325 385.362 25.840 3 1 0 3 0 1 0 0
25 3434.676 3725.188 17 34 47.615 104.736 3468.256 83.137 3 1 0 3 0 1 0 0
26 3448.957 3665.672 17 34 19.047 42.847 408.030 31.449 3 1 0 3 0 1 0 0
27 3379.918 3741.844 17 34 42.854 71.411 1858.804 61.920 3 1 0 3 0 1 0 0
28 3334.680 3756.125 17 34 28.572 42.847 566.708 36.612 3 1 0 3 0 1 0 0
29 3434.676 3753.734 6 37 38.094 23.804 453.367 36.474 3 1 0 3 0 1 0 0
30 3379.918 3756.125 6 37 42.854 19.043 362.693 34.400 3 1 0 3 0 1 0 0
31 3329.920 3758.500 6 37 38.094 14.282 249.352 27.539 3 1 0 3 0 1 0 0;
TiffFileName WFR_NO_25_KLA_32.jpg;
DefectList
32 3158.502 3763.266 6 37 19.047 4.761 90.673 13.737 3 1 0 3 0 1 1 1 1 0;
SummarySpec 5 TESTNO NDEFECT DEFDENSITY NDIE NDEFDIE; 
SummaryList
1 32 0.050879 4650 12;
EndOfFile;
